Label,Id
ASSAULT,421317
NON-CRIMINAL,402380
OTHER OFFENSES,220450
ROBBERY,333690
FRAUD,837501
BURGLARY,154913
BURGLARY,762504
OTHER OFFENSES,867035
VANDALISM,39552
LARCENY/THEFT,863566
LARCENY/THEFT,565963
SECONDARY CODES,267444
VANDALISM,357005
OTHER OFFENSES,93438
WEAPON LAWS,443850
WARRANTS,210795
NON-CRIMINAL,562242
VANDALISM,377141
WARRANTS,589830
OTHER OFFENSES,366650
FRAUD,753064
VANDALISM,21774
RECOVERED VEHICLE,605073
ROBBERY,525096
LARCENY/THEFT,198946
NON-CRIMINAL,305091
DRUG/NARCOTIC,160218
BURGLARY,805037
VEHICLE THEFT,13236
VEHICLE THEFT,588074
SECONDARY CODES,58044
VANDALISM,120179
TRESPASS,484052
OTHER OFFENSES,815731
FORGERY/COUNTERFEITING,678412
VEHICLE THEFT,17470
ASSAULT,95342
RECOVERED VEHICLE,266326
LARCENY/THEFT,378705
SEX OFFENSES FORCIBLE,301928
VANDALISM,520096
NON-CRIMINAL,657495
ROBBERY,206130
SUSPICIOUS OCC,776426
OTHER OFFENSES,733260
DRUG/NARCOTIC,99451
BURGLARY,373129
FRAUD,692134
OTHER OFFENSES,720036
VANDALISM,810361
FRAUD,550758
SEX OFFENSES FORCIBLE,1569
FORGERY/COUNTERFEITING,473518
ROBBERY,759346
MISSING PERSON,769863
SECONDARY CODES,232260
VANDALISM,245283
OTHER OFFENSES,7014
VEHICLE THEFT,699757
RECOVERED VEHICLE,360612
ASSAULT,287712
MISSING PERSON,442847
OTHER OFFENSES,18
OTHER OFFENSES,130443
VANDALISM,762908
LARCENY/THEFT,396463
DRUG/NARCOTIC,308428
OTHER OFFENSES,353523
LARCENY/THEFT,308900
VEHICLE THEFT,760749
OTHER OFFENSES,807482
BURGLARY,87065
LARCENY/THEFT,327030
NON-CRIMINAL,237912
VANDALISM,612392
OTHER OFFENSES,693454
VANDALISM,327541
OTHER OFFENSES,148722
DRUG/NARCOTIC,292545
ASSAULT,840206
WARRANTS,617398
VANDALISM,826411
VANDALISM,648272
OTHER OFFENSES,789751
DRUG/NARCOTIC,308741
WARRANTS,841868
BURGLARY,372002
LARCENY/THEFT,541230
OTHER OFFENSES,675362
STOLEN PROPERTY,740060
DRUG/NARCOTIC,407929
LARCENY/THEFT,390310
OTHER OFFENSES,833083
OTHER OFFENSES,798993
NON-CRIMINAL,147142
SUSPICIOUS OCC,155245
VANDALISM,58354
ASSAULT,507215
OTHER OFFENSES,842619
ASSAULT,80629
WEAPON LAWS,361830
LARCENY/THEFT,842258
DRUG/NARCOTIC,577763
ASSAULT,477408
VEHICLE THEFT,775163
NON-CRIMINAL,741030
VEHICLE THEFT,694468
LARCENY/THEFT,792745
NON-CRIMINAL,762363
OTHER OFFENSES,854841
LARCENY/THEFT,567426
VEHICLE THEFT,755712
VANDALISM,376597
SUSPICIOUS OCC,14618
DRUG/NARCOTIC,326041
OTHER OFFENSES,540319
SUSPICIOUS OCC,576410
OTHER OFFENSES,392025
OTHER OFFENSES,548071
NON-CRIMINAL,80802
LARCENY/THEFT,134647
WARRANTS,704511
NON-CRIMINAL,680991
ASSAULT,385432
LARCENY/THEFT,169957
LARCENY/THEFT,762393
OTHER OFFENSES,63715
LARCENY/THEFT,254001
DRUG/NARCOTIC,163494
OTHER OFFENSES,851535
ASSAULT,539030
VEHICLE THEFT,431866
NON-CRIMINAL,685306
VANDALISM,91137
LARCENY/THEFT,543931
ASSAULT,271970
NON-CRIMINAL,668643
WARRANTS,168013
NON-CRIMINAL,110672
OTHER OFFENSES,120510
ASSAULT,351516
LARCENY/THEFT,666197
LARCENY/THEFT,680065
LARCENY/THEFT,469566
DRUG/NARCOTIC,763695
ASSAULT,311162
LARCENY/THEFT,287286
DRUG/NARCOTIC,864154
LARCENY/THEFT,173725
WARRANTS,499588
SUICIDE,457593
OTHER OFFENSES,138316
FRAUD,246915
LARCENY/THEFT,832478
OTHER OFFENSES,876141
ASSAULT,506298
DRUG/NARCOTIC,536824
OTHER OFFENSES,661478
ASSAULT,727819
OTHER OFFENSES,323457
LARCENY/THEFT,386199
NON-CRIMINAL,639271
LARCENY/THEFT,697373
FORGERY/COUNTERFEITING,785516
VANDALISM,331739
LARCENY/THEFT,712336
TRESPASS,372227
VEHICLE THEFT,808179
SUSPICIOUS OCC,138332
LARCENY/THEFT,310235
ROBBERY,64070
FRAUD,316907
LARCENY/THEFT,744925
FRAUD,607186
NON-CRIMINAL,48435
LARCENY/THEFT,307482
LARCENY/THEFT,321818
ASSAULT,244384
OTHER OFFENSES,67750
NON-CRIMINAL,410078
ROBBERY,84091
LARCENY/THEFT,266584
ROBBERY,138860
ASSAULT,185688
BURGLARY,246880
LARCENY/THEFT,67651
DRUNKENNESS,822953
LARCENY/THEFT,648533
NON-CRIMINAL,184119
ASSAULT,693752
BURGLARY,143309
LARCENY/THEFT,441779
LARCENY/THEFT,53949
ROBBERY,318212
ASSAULT,390276
BURGLARY,345874
NON-CRIMINAL,170924
LARCENY/THEFT,2736
MISSING PERSON,319584
DRUG/NARCOTIC,41791
ASSAULT,757628
VANDALISM,444413
FORGERY/COUNTERFEITING,416798
ASSAULT,269206
VEHICLE THEFT,737523
NON-CRIMINAL,173407
LARCENY/THEFT,70876
ASSAULT,51341
DRUG/NARCOTIC,158023
LARCENY/THEFT,15151
LARCENY/THEFT,6985
VEHICLE THEFT,781373
LARCENY/THEFT,356330
MISSING PERSON,57645
SUSPICIOUS OCC,195676
OTHER OFFENSES,465286
LARCENY/THEFT,189948
LARCENY/THEFT,481398
LARCENY/THEFT,865607
WARRANTS,414590
BURGLARY,436206
NON-CRIMINAL,850893
VEHICLE THEFT,67947
VEHICLE THEFT,467357
VANDALISM,63590
NON-CRIMINAL,593447
OTHER OFFENSES,610429
NON-CRIMINAL,535709
FRAUD,404230
OTHER OFFENSES,802875
VEHICLE THEFT,397711
LARCENY/THEFT,408212
VEHICLE THEFT,444278
VANDALISM,640970
WARRANTS,849808
SUSPICIOUS OCC,282446
OTHER OFFENSES,426003
VEHICLE THEFT,798559
LARCENY/THEFT,412384
LARCENY/THEFT,417695
BURGLARY,570430
ASSAULT,738715
MISSING PERSON,133468
LARCENY/THEFT,615926
DRUG/NARCOTIC,433975
WARRANTS,394211
OTHER OFFENSES,781755
ASSAULT,867238
WARRANTS,658252
WARRANTS,27240
OTHER OFFENSES,178641
ASSAULT,194286
OTHER OFFENSES,506737
NON-CRIMINAL,7299
LARCENY/THEFT,258748
OTHER OFFENSES,252005
ASSAULT,272381
SUSPICIOUS OCC,367879
OTHER OFFENSES,523590
SUSPICIOUS OCC,689612
LARCENY/THEFT,382413
LARCENY/THEFT,54469
ROBBERY,725125
MISSING PERSON,674078
WARRANTS,445002
DISORDERLY CONDUCT,580784
NON-CRIMINAL,372373
LARCENY/THEFT,739326
BURGLARY,276069
WARRANTS,258156
LARCENY/THEFT,625895
OTHER OFFENSES,762308
SECONDARY CODES,840650
WARRANTS,100571
FORGERY/COUNTERFEITING,119296
NON-CRIMINAL,188358
DRUG/NARCOTIC,856036
OTHER OFFENSES,12952
VEHICLE THEFT,682365
VEHICLE THEFT,23795
WARRANTS,83338
VANDALISM,420415
OTHER OFFENSES,590612
RECOVERED VEHICLE,304229
WARRANTS,368458
MISSING PERSON,420916
OTHER OFFENSES,515113
TRESPASS,206701
ASSAULT,506360
LARCENY/THEFT,790782
MISSING PERSON,691100
WARRANTS,457270
LARCENY/THEFT,121019
FORGERY/COUNTERFEITING,587709
OTHER OFFENSES,542473
VEHICLE THEFT,829910
VEHICLE THEFT,691316
NON-CRIMINAL,547927
LARCENY/THEFT,547048
ASSAULT,160922
OTHER OFFENSES,160233
SUSPICIOUS OCC,859652
VANDALISM,358015
MISSING PERSON,52126
LARCENY/THEFT,102444
WEAPON LAWS,727394
NON-CRIMINAL,649121
MISSING PERSON,193103
LARCENY/THEFT,24823
OTHER OFFENSES,129561
SEX OFFENSES FORCIBLE,106095
BURGLARY,73553
WARRANTS,777220
LARCENY/THEFT,72593
LARCENY/THEFT,321097
SEX OFFENSES FORCIBLE,228193
WARRANTS,422082
ASSAULT,144238
NON-CRIMINAL,916
WARRANTS,649007
OTHER OFFENSES,545221
DRUG/NARCOTIC,208012
NON-CRIMINAL,223866
ASSAULT,395965
OTHER OFFENSES,391929
VANDALISM,70104
SEX OFFENSES FORCIBLE,388483
BURGLARY,625173
LARCENY/THEFT,358447
LARCENY/THEFT,791627
OTHER OFFENSES,159302
BURGLARY,183129
DRUG/NARCOTIC,649217
LARCENY/THEFT,844360
NON-CRIMINAL,778917
WEAPON LAWS,49119
OTHER OFFENSES,373396
VANDALISM,672772
WARRANTS,93953
LARCENY/THEFT,267927
OTHER OFFENSES,705040
OTHER OFFENSES,475913
LARCENY/THEFT,798803
ASSAULT,413519
LARCENY/THEFT,692530
ASSAULT,254437
ASSAULT,739685
WARRANTS,151218
SUSPICIOUS OCC,287113
SUSPICIOUS OCC,172935
FORGERY/COUNTERFEITING,512160
LARCENY/THEFT,236367
ROBBERY,621847
RUNAWAY,282353
NON-CRIMINAL,158664
LARCENY/THEFT,10795
VEHICLE THEFT,770465
VANDALISM,406040
LARCENY/THEFT,218446
LARCENY/THEFT,493182
TRESPASS,225967
MISSING PERSON,239642
LARCENY/THEFT,390722
WARRANTS,404351
ROBBERY,541960
LARCENY/THEFT,319687
ROBBERY,499040
LARCENY/THEFT,320101
LARCENY/THEFT,15359
FORGERY/COUNTERFEITING,732918
VEHICLE THEFT,742186
OTHER OFFENSES,115805
LARCENY/THEFT,627667
WARRANTS,722284
LARCENY/THEFT,283172
DRUG/NARCOTIC,425029
OTHER OFFENSES,199356
SEX OFFENSES FORCIBLE,610970
OTHER OFFENSES,610670
VANDALISM,489795
DRUG/NARCOTIC,189194
NON-CRIMINAL,627140
DRUNKENNESS,566277
OTHER OFFENSES,826567
LARCENY/THEFT,429481
OTHER OFFENSES,460979
WARRANTS,431549
LARCENY/THEFT,692022
VEHICLE THEFT,754035
LARCENY/THEFT,873271
WEAPON LAWS,141435
OTHER OFFENSES,127692
LARCENY/THEFT,792408
VEHICLE THEFT,180298
ROBBERY,264526
NON-CRIMINAL,469299
OTHER OFFENSES,204472
BURGLARY,373047
OTHER OFFENSES,141372
ARSON,271267
ASSAULT,109336
ASSAULT,224738
DISORDERLY CONDUCT,277296
ROBBERY,207178
BURGLARY,432679
VANDALISM,781828
PROSTITUTION,739643
BURGLARY,317214
MISSING PERSON,331909
DRUG/NARCOTIC,501756
WARRANTS,173221
VEHICLE THEFT,768671
NON-CRIMINAL,395437
SUSPICIOUS OCC,579201
DRUG/NARCOTIC,791974
NON-CRIMINAL,152168
NON-CRIMINAL,251108
VANDALISM,462573
WARRANTS,196282
LARCENY/THEFT,578019
VANDALISM,2494
OTHER OFFENSES,369616
LARCENY/THEFT,228681
WARRANTS,538523
MISSING PERSON,736321
VEHICLE THEFT,748619
DRUG/NARCOTIC,456407
VEHICLE THEFT,212647
OTHER OFFENSES,102742
LARCENY/THEFT,636113
LARCENY/THEFT,579856
WARRANTS,756807
ASSAULT,20571
LARCENY/THEFT,848199
OTHER OFFENSES,57602
ASSAULT,200890
NON-CRIMINAL,407051
MISSING PERSON,574393
STOLEN PROPERTY,770063
LARCENY/THEFT,128490
NON-CRIMINAL,855159
LARCENY/THEFT,596273
DRUG/NARCOTIC,496633
MISSING PERSON,787460
VEHICLE THEFT,786636
LARCENY/THEFT,453653
DISORDERLY CONDUCT,813684
WEAPON LAWS,65529
WARRANTS,187362
OTHER OFFENSES,637010
OTHER OFFENSES,278277
VANDALISM,280803
ASSAULT,40219
ASSAULT,221500
OTHER OFFENSES,870813
VANDALISM,277303
NON-CRIMINAL,811170
NON-CRIMINAL,716686
OTHER OFFENSES,518037
VEHICLE THEFT,852796
VANDALISM,817154
WEAPON LAWS,797339
VANDALISM,634638
NON-CRIMINAL,72713
ROBBERY,651290
SUSPICIOUS OCC,498476
FRAUD,382845
BURGLARY,410740
ASSAULT,602299
NON-CRIMINAL,84398
OTHER OFFENSES,607772
LARCENY/THEFT,483125
BURGLARY,565075
VEHICLE THEFT,720738
NON-CRIMINAL,59423
OTHER OFFENSES,543439
LARCENY/THEFT,75966
BURGLARY,599394
LARCENY/THEFT,217850
OTHER OFFENSES,54739
LARCENY/THEFT,217330
BURGLARY,340333
VANDALISM,204821
DRUG/NARCOTIC,11409
BURGLARY,355232
DRUG/NARCOTIC,267245
LARCENY/THEFT,283832
VANDALISM,552932
BURGLARY,727065
NON-CRIMINAL,229478
OTHER OFFENSES,755016
LARCENY/THEFT,350525
OTHER OFFENSES,246223
BURGLARY,80958
BURGLARY,270056
FRAUD,29492
SUSPICIOUS OCC,309411
LARCENY/THEFT,665404
OTHER OFFENSES,641490
LARCENY/THEFT,571513
LARCENY/THEFT,238388
OTHER OFFENSES,70622
VEHICLE THEFT,728135
LARCENY/THEFT,111158
NON-CRIMINAL,786523
OTHER OFFENSES,439656
OTHER OFFENSES,471686
OTHER OFFENSES,837184
VEHICLE THEFT,668069
DRUG/NARCOTIC,786711
ASSAULT,755128
ASSAULT,724263
LARCENY/THEFT,242289
LARCENY/THEFT,445660
ROBBERY,516906
BURGLARY,303185
LARCENY/THEFT,138349
TRESPASS,673520
DRUG/NARCOTIC,340911
SUSPICIOUS OCC,331132
VEHICLE THEFT,812177
OTHER OFFENSES,266554
DRUG/NARCOTIC,800129
OTHER OFFENSES,805839
VEHICLE THEFT,705996
ROBBERY,759318
DRUG/NARCOTIC,678449
LARCENY/THEFT,690588
LARCENY/THEFT,593082
VEHICLE THEFT,595342
OTHER OFFENSES,703573
NON-CRIMINAL,853368
LARCENY/THEFT,773305
LARCENY/THEFT,599773
NON-CRIMINAL,865586
OTHER OFFENSES,519221
VEHICLE THEFT,672590
WARRANTS,322857
OTHER OFFENSES,439060
DRUG/NARCOTIC,502442
LARCENY/THEFT,249365
FRAUD,817476
NON-CRIMINAL,137976
VEHICLE THEFT,331453
VANDALISM,824474
OTHER OFFENSES,460280
SECONDARY CODES,4672
DRUG/NARCOTIC,311461
NON-CRIMINAL,237633
VEHICLE THEFT,127565
ROBBERY,522049
LARCENY/THEFT,597666
DRUG/NARCOTIC,786009
VEHICLE THEFT,664811
VEHICLE THEFT,672235
LARCENY/THEFT,716321
WARRANTS,17176
LARCENY/THEFT,591095
NON-CRIMINAL,175108
MISSING PERSON,287749
NON-CRIMINAL,232200
LARCENY/THEFT,424279
OTHER OFFENSES,364881
BURGLARY,228687
BURGLARY,774550
WARRANTS,184395
ASSAULT,669396
LARCENY/THEFT,493347
BURGLARY,150371
ASSAULT,411155
LARCENY/THEFT,113315
WARRANTS,11698
OTHER OFFENSES,224311
WARRANTS,792217
NON-CRIMINAL,273013
OTHER OFFENSES,613900
WARRANTS,128188
WARRANTS,387477
BURGLARY,844671
OTHER OFFENSES,167561
LARCENY/THEFT,226099
PROSTITUTION,577235
FORGERY/COUNTERFEITING,626861
DISORDERLY CONDUCT,486912
LARCENY/THEFT,679859
VEHICLE THEFT,752439
OTHER OFFENSES,749346
OTHER OFFENSES,271573
DRUG/NARCOTIC,873865
WARRANTS,617016
SUSPICIOUS OCC,161005
DRUG/NARCOTIC,584605
VANDALISM,751526
FRAUD,706231
DRUG/NARCOTIC,58723
BURGLARY,483159
ASSAULT,140346
LARCENY/THEFT,678553
DRUG/NARCOTIC,320745
NON-CRIMINAL,472197
LARCENY/THEFT,476123
NON-CRIMINAL,134892
ASSAULT,247245
NON-CRIMINAL,711087
SUSPICIOUS OCC,395407
DRUNKENNESS,128179
WARRANTS,716560
LARCENY/THEFT,734043
LARCENY/THEFT,145895
SUSPICIOUS OCC,111095
WEAPON LAWS,90447
VANDALISM,524319
OTHER OFFENSES,119910
BURGLARY,193009
LARCENY/THEFT,648087
SUSPICIOUS OCC,696
NON-CRIMINAL,686326
OTHER OFFENSES,557156
ASSAULT,465647
OTHER OFFENSES,651887
ASSAULT,366871
VANDALISM,664456
LARCENY/THEFT,217076
WEAPON LAWS,363361
WEAPON LAWS,789388
ASSAULT,643559
MISSING PERSON,99545
SUSPICIOUS OCC,712479
WARRANTS,654607
ASSAULT,511481
LIQUOR LAWS,589231
MISSING PERSON,589318
FRAUD,658044
SUSPICIOUS OCC,91348
LARCENY/THEFT,512036
MISSING PERSON,822482
WARRANTS,787065
NON-CRIMINAL,658886
OTHER OFFENSES,2616
OTHER OFFENSES,363580
NON-CRIMINAL,320732
BURGLARY,144284
ROBBERY,846963
NON-CRIMINAL,483792
OTHER OFFENSES,868866
LARCENY/THEFT,697722
DRUG/NARCOTIC,848257
BURGLARY,813706
SUSPICIOUS OCC,121458
MISSING PERSON,868936
LARCENY/THEFT,197451
LARCENY/THEFT,244133
OTHER OFFENSES,521945
NON-CRIMINAL,414660
NON-CRIMINAL,270761
LARCENY/THEFT,347107
SUSPICIOUS OCC,870414
DRUG/NARCOTIC,638729
BURGLARY,388008
SUSPICIOUS OCC,572956
LARCENY/THEFT,277723
VANDALISM,412625
DRUG/NARCOTIC,625125
VANDALISM,634482
LARCENY/THEFT,685172
LARCENY/THEFT,404289
SUSPICIOUS OCC,362610
OTHER OFFENSES,263112
VEHICLE THEFT,318464
OTHER OFFENSES,377394
BURGLARY,734319
SEX OFFENSES FORCIBLE,549454
LARCENY/THEFT,664484
WARRANTS,100968
FRAUD,705825
OTHER OFFENSES,555604
LARCENY/THEFT,801335
LARCENY/THEFT,819139
LARCENY/THEFT,544013
DRUG/NARCOTIC,428333
LARCENY/THEFT,84996
ASSAULT,647123
LARCENY/THEFT,87545
SUSPICIOUS OCC,450857
SUSPICIOUS OCC,651020
SUSPICIOUS OCC,650422
VEHICLE THEFT,747525
OTHER OFFENSES,711933
LARCENY/THEFT,384860
ROBBERY,191543
PROSTITUTION,842369
NON-CRIMINAL,279271
NON-CRIMINAL,862887
VEHICLE THEFT,704987
ASSAULT,628302
LARCENY/THEFT,21974
LARCENY/THEFT,482801
ROBBERY,442606
BURGLARY,619056
OTHER OFFENSES,360903
NON-CRIMINAL,75417
FRAUD,100998
LARCENY/THEFT,281479
STOLEN PROPERTY,358958
VANDALISM,693518
VEHICLE THEFT,719988
LARCENY/THEFT,699912
SUSPICIOUS OCC,238211
BURGLARY,74438
LARCENY/THEFT,739401
OTHER OFFENSES,254156
ARSON,637921
OTHER OFFENSES,825903
ASSAULT,341096
FORGERY/COUNTERFEITING,853732
PROSTITUTION,148418
NON-CRIMINAL,678761
FRAUD,288957
LARCENY/THEFT,797602
WARRANTS,513661
LARCENY/THEFT,193704
NON-CRIMINAL,277060
NON-CRIMINAL,176825
LARCENY/THEFT,8592
ASSAULT,854648
OTHER OFFENSES,435234
MISSING PERSON,748310
OTHER OFFENSES,176557
SUSPICIOUS OCC,332657
NON-CRIMINAL,21052
EMBEZZLEMENT,71107
LARCENY/THEFT,123492
LARCENY/THEFT,721119
ASSAULT,777215
SUSPICIOUS OCC,256800
NON-CRIMINAL,25358
NON-CRIMINAL,741069
OTHER OFFENSES,101140
NON-CRIMINAL,637347
OTHER OFFENSES,658496
WARRANTS,792648
SUSPICIOUS OCC,151275
LARCENY/THEFT,121171
DRIVING UNDER THE INFLUENCE,702850
WARRANTS,511121
NON-CRIMINAL,458141
OTHER OFFENSES,603497
NON-CRIMINAL,793196
VEHICLE THEFT,94621
SUSPICIOUS OCC,478144
ROBBERY,154905
DRUG/NARCOTIC,225274
MISSING PERSON,391747
LARCENY/THEFT,95876
VANDALISM,62385
VANDALISM,179991
LARCENY/THEFT,139484
DRUG/NARCOTIC,511375
WARRANTS,391656
LARCENY/THEFT,787339
DRUG/NARCOTIC,516511
SUSPICIOUS OCC,840863
NON-CRIMINAL,641550
NON-CRIMINAL,180469
LARCENY/THEFT,260580
MISSING PERSON,792053
NON-CRIMINAL,468943
VEHICLE THEFT,489683
FRAUD,825027
VANDALISM,610955
LARCENY/THEFT,260190
OTHER OFFENSES,481344
VANDALISM,430181
ROBBERY,566205
NON-CRIMINAL,785708
ASSAULT,218936
BURGLARY,265818
LARCENY/THEFT,377519
FORGERY/COUNTERFEITING,410621
SECONDARY CODES,805617
OTHER OFFENSES,71001
VEHICLE THEFT,735084
NON-CRIMINAL,565755
MISSING PERSON,377184
NON-CRIMINAL,838818
DRUG/NARCOTIC,548669
LARCENY/THEFT,40463
OTHER OFFENSES,441512
VEHICLE THEFT,175342
ROBBERY,652004
FRAUD,531642
MISSING PERSON,52052
VEHICLE THEFT,561621
NON-CRIMINAL,122083
ASSAULT,199832
VEHICLE THEFT,468936
LARCENY/THEFT,420801
OTHER OFFENSES,670716
DRUG/NARCOTIC,208013
ROBBERY,168396
LOITERING,560806
OTHER OFFENSES,741224
LARCENY/THEFT,130460
DRUG/NARCOTIC,170245
NON-CRIMINAL,98658
VANDALISM,459849
DRUG/NARCOTIC,833320
VEHICLE THEFT,816946
NON-CRIMINAL,552666
BURGLARY,227712
FRAUD,786951
SUSPICIOUS OCC,393212
ASSAULT,492352
DRUG/NARCOTIC,349800
WARRANTS,552525
LARCENY/THEFT,851999
ASSAULT,683589
VEHICLE THEFT,323839
SUSPICIOUS OCC,267217
ASSAULT,179346
ASSAULT,642046
BURGLARY,607222
LARCENY/THEFT,357932
ASSAULT,825167
LARCENY/THEFT,113848
OTHER OFFENSES,197882
SECONDARY CODES,392252
OTHER OFFENSES,491967
TRESPASS,580736
LARCENY/THEFT,530366
LARCENY/THEFT,69723
NON-CRIMINAL,808781
VANDALISM,200120
ASSAULT,306319
LOITERING,742015
LARCENY/THEFT,467472
NON-CRIMINAL,577846
LARCENY/THEFT,165435
LARCENY/THEFT,605719
OTHER OFFENSES,858573
OTHER OFFENSES,221650
LARCENY/THEFT,619560
LARCENY/THEFT,556910
ASSAULT,309654
SUSPICIOUS OCC,140889
MISSING PERSON,47667
SUSPICIOUS OCC,599741
NON-CRIMINAL,590625
BURGLARY,692784
SEX OFFENSES FORCIBLE,582361
ARSON,801778
BURGLARY,709045
LARCENY/THEFT,55197
BURGLARY,860090
LARCENY/THEFT,256579
ROBBERY,33669
DRUG/NARCOTIC,222999
WEAPON LAWS,152442
VANDALISM,255263
OTHER OFFENSES,208028
NON-CRIMINAL,490682
LARCENY/THEFT,498770
LARCENY/THEFT,404535
DRUG/NARCOTIC,690614
NON-CRIMINAL,351974
ASSAULT,111442
ASSAULT,717815
OTHER OFFENSES,2454
VANDALISM,366430
STOLEN PROPERTY,571871
LARCENY/THEFT,206108
NON-CRIMINAL,850678
OTHER OFFENSES,502552
MISSING PERSON,370497
LARCENY/THEFT,51596
LARCENY/THEFT,233994
ROBBERY,471681
VEHICLE THEFT,264392
SUSPICIOUS OCC,314838
ASSAULT,799913
LARCENY/THEFT,359929
VEHICLE THEFT,808154
NON-CRIMINAL,357089
ASSAULT,56109
OTHER OFFENSES,327636
OTHER OFFENSES,529315
DRUG/NARCOTIC,437178
OTHER OFFENSES,3129
SECONDARY CODES,249950
LARCENY/THEFT,142536
NON-CRIMINAL,772126
ASSAULT,819610
LARCENY/THEFT,644413
VANDALISM,249686
ASSAULT,826655
NON-CRIMINAL,654555
OTHER OFFENSES,564390
WARRANTS,637623
VEHICLE THEFT,25558
DRUNKENNESS,372181
KIDNAPPING,538886
MISSING PERSON,712523
DRUG/NARCOTIC,850740
VEHICLE THEFT,810726
OTHER OFFENSES,715103
OTHER OFFENSES,770683
LARCENY/THEFT,609166
LARCENY/THEFT,818692
NON-CRIMINAL,779556
SEX OFFENSES FORCIBLE,158879
VEHICLE THEFT,260354
SUSPICIOUS OCC,450897
BURGLARY,208699
VANDALISM,213870
VANDALISM,311570
ROBBERY,546241
BURGLARY,39942
FRAUD,719522
LARCENY/THEFT,795451
OTHER OFFENSES,70538
BURGLARY,874029
NON-CRIMINAL,224999
VEHICLE THEFT,842759
BURGLARY,4598
ASSAULT,158732
ROBBERY,127815
SUSPICIOUS OCC,206651
DRUG/NARCOTIC,351232
ASSAULT,111459
DRIVING UNDER THE INFLUENCE,91671
PROSTITUTION,276361
LARCENY/THEFT,542595
MISSING PERSON,376604
VANDALISM,478166
DRUNKENNESS,117015
WARRANTS,777652
LARCENY/THEFT,339212
VEHICLE THEFT,778340
LARCENY/THEFT,138319
NON-CRIMINAL,599666
LARCENY/THEFT,781827
SUSPICIOUS OCC,390587
NON-CRIMINAL,192467
VANDALISM,186137
ASSAULT,555873
TRESPASS,396796
DRUG/NARCOTIC,647116
FORGERY/COUNTERFEITING,700838
DRUG/NARCOTIC,866637
SUSPICIOUS OCC,471297
OTHER OFFENSES,785604
LARCENY/THEFT,56073
WARRANTS,838640
OTHER OFFENSES,17094
BURGLARY,11362
LARCENY/THEFT,455299
ASSAULT,82464
DRUG/NARCOTIC,831896
LIQUOR LAWS,665091
BURGLARY,257499
LARCENY/THEFT,436832
VEHICLE THEFT,418573
ASSAULT,705823
BURGLARY,133553
ASSAULT,184831
SECONDARY CODES,782101
PROSTITUTION,137107
LARCENY/THEFT,188167
OTHER OFFENSES,7934
NON-CRIMINAL,582858
SUSPICIOUS OCC,788465
DRUG/NARCOTIC,385217
VANDALISM,297218
VEHICLE THEFT,816917
NON-CRIMINAL,669418
FRAUD,635172
NON-CRIMINAL,656096
LARCENY/THEFT,811584
OTHER OFFENSES,314060
VEHICLE THEFT,701464
SECONDARY CODES,348588
ROBBERY,328210
WARRANTS,580342
ASSAULT,191460
MISSING PERSON,810304
LARCENY/THEFT,826910
WEAPON LAWS,584315
LARCENY/THEFT,30674
ASSAULT,319502
OTHER OFFENSES,358620
ASSAULT,814092
SECONDARY CODES,388766
WARRANTS,681245
ROBBERY,496667
BURGLARY,639233
LARCENY/THEFT,126269
VANDALISM,632583
BURGLARY,160668
ROBBERY,23374
VANDALISM,232342
ASSAULT,782979
SUSPICIOUS OCC,291450
FRAUD,827327
VEHICLE THEFT,818362
FRAUD,582039
MISSING PERSON,244402
OTHER OFFENSES,874486
NON-CRIMINAL,148184
LARCENY/THEFT,307724
DRUG/NARCOTIC,655955
WARRANTS,545954
OTHER OFFENSES,499683
WARRANTS,70330
DRUG/NARCOTIC,127087
OTHER OFFENSES,281269
WARRANTS,820874
ASSAULT,710956
LARCENY/THEFT,391420
ROBBERY,5308
DISORDERLY CONDUCT,677941
OTHER OFFENSES,715809
ROBBERY,625629
LARCENY/THEFT,869371
DRUG/NARCOTIC,561394
ROBBERY,849092
DRUG/NARCOTIC,828331
WARRANTS,545374
FRAUD,854183
OTHER OFFENSES,352170
ASSAULT,806785
WARRANTS,754184
VEHICLE THEFT,57177
VANDALISM,745574
ROBBERY,60856
WEAPON LAWS,763128
OTHER OFFENSES,732006
OTHER OFFENSES,824096
SUSPICIOUS OCC,238425
VEHICLE THEFT,709690
LARCENY/THEFT,37134
ASSAULT,574380
ASSAULT,492748
OTHER OFFENSES,564273
TRESPASS,811932
ASSAULT,131771
LARCENY/THEFT,139427
NON-CRIMINAL,412971
LARCENY/THEFT,814733
NON-CRIMINAL,166643
FRAUD,526016
SECONDARY CODES,640600
LARCENY/THEFT,577891
LARCENY/THEFT,520191
VEHICLE THEFT,146103
WARRANTS,88057
BURGLARY,709080
ASSAULT,538579
LARCENY/THEFT,766997
VEHICLE THEFT,690125
LIQUOR LAWS,141169
LARCENY/THEFT,580454
DRUG/NARCOTIC,53497
OTHER OFFENSES,559969
MISSING PERSON,98129
LARCENY/THEFT,696689
ASSAULT,157942
ROBBERY,213785
VEHICLE THEFT,588666
VEHICLE THEFT,215640
VANDALISM,385576
FRAUD,614746
ASSAULT,134076
NON-CRIMINAL,217994
LARCENY/THEFT,131456
NON-CRIMINAL,537815
DRUG/NARCOTIC,758587
NON-CRIMINAL,293540
LARCENY/THEFT,86735
ASSAULT,74055
